IDNAME,RA,Dec,z,LookbackTime,SFR,F250,NAME_IAU,Feature
G15.DR1.2278,218.971802,1.39848197,1.50913894,9.36598873,2407.53711,0.077951,HATLAS J143553.2+012354,-
G15.DR1.22782,215.460602,-0.415394992,2.20708609,10.6639967,2783.71533,0.035198,HATLAS J142150.5-002455,-
G15.DR1.22785,219.190186,-0.638961017,0.217639998,2.59351182,21.7140141,0.035299,HATLAS J143645.6-003820,-
G15.DR1.22788,216.839783,-0.752144992,1.09624028,8.11918259,545.47229,0.036328,HATLAS J142721.5-004507,-
G15.DR1.22789,214.47905,0.344902009,3.20962044e-07,4.42245118e-06,4.24403707e-11,0.028069,HATLAS J141754.9+002041,-
G15.DR1.22791,215.784012,-0.550998986,0.699231982,6.29942131,221.207031,0.037551,HATLAS J142308.1-003303,-
G15.DR1.22792,214.481888,0.724946022,0.530321002,5.23988104,98.5139771,0.028851,HATLAS J141755.6+004329,-
G15.DR1.22794,218.675949,1.15727603,0.537384987,5.28858995,134.530746,0.038358,HATLAS J143442.2+010926,-
G15.DR1.22795,214.819351,-0.908312023,0.490414798,4.95673323,84.7293854,0.029016,HATLAS J141916.6-005429,-
G15.DR1.22796,219.690826,0.186794996,1.68714464,9.77202129,1534.79285,0.038106,HATLAS J143845.7+001112,-
G15.DR1.22797,220.562164,-0.244243994,2.48381114,11.0125608,3036.18311,0.02788,HATLAS J144214.9-001439,-
G15.DR1.22799,215.080353,-0.605903983,2.13865781,10.5663967,2054.25317,0.028191,HATLAS J142019.2-003621,-
G15.DR1.2280,215.432953,-0.898431003,0.148310006,1.84828341,23.3468971,0.079345,HATLAS J142143.9-005354,-
G15.DR1.22800,215.611847,0.706816971,0.359659642,3.92520213,57.482235,0.035672,HATLAS J142226.8+004224,-
G15.DR1.22801,216.263626,1.28935003,0.264800012,3.06302214,32.7450905,0.036639,HATLAS J142503.2+011721,-
G15.DR1.22802,219.651764,0.335175991,0.119689003,1.52001595,7.06471539,0.036187,HATLAS J143836.4+002006,-
G15.DR1.22804,215.679565,0.222885996,0.392493993,4.20023489,71.8946991,0.037706,HATLAS J142243.0+001322,-
G15.DR1.22805,217.202042,0.564099014,0.265089989,3.06581879,25.3048687,0.028243,HATLAS J142848.4+003350,-
G15.DR1.22809,212.217773,0.916296005,2.46664786,10.9928942,3852.06543,0.036104,HATLAS J140852.2+005458,-
G15.DR1.2281,220.846344,-0.204657003,1.06434071,7.99991989,869.282349,0.061708,HATLAS J144323.1-001216,-
G15.DR1.22812,221.265549,0.208109006,0.774546027,6.70866251,203.2836,0.028051,HATLAS J144503.7+001229,-
G15.DR1.22814,221.068695,-0.0875540003,1.56765342,9.50660706,955.734375,0.028294,HATLAS J144416.4-000515,-
G15.DR1.22815,220.209229,0.288850009,0.260069996,3.01722002,23.9178371,0.027693,HATLAS J144050.2+001719,-
G15.DR1.22818,221.546692,0.941744983,0.510330677,5.0997591,114.70845,0.036277,HATLAS J144611.2+005630,-
G15.DR1.22819,219.374557,1.48836303,0.9783777,7.65805721,429.207153,0.036477,HATLAS J143729.8+012918,-
G15.DR1.2282,213.872391,0.573297024,0.528289974,5.22581196,206.326385,0.060991,HATLAS J141529.3+003423,-
G15.DR1.22822,214.807648,0.527715027,0.480374992,4.88330746,78.0653534,0.027786,HATLAS J141913.8+003139,-
G15.DR1.22824,215.771301,0.300956011,0.728326321,6.46169233,239.231613,0.037357,HATLAS J142305.1+001803,-
G15.DR1.22827,213.598221,1.15688896,0.463737011,4.75962353,73.138031,0.027854,HATLAS J141423.5+010924,-
G15.DR1.22828,220.856873,-0.195785999,0.206510007,2.47842526,15.7713823,0.028214,HATLAS J144325.6-001144,-
G15.DR1.22829,216.08493,-0.246024996,0.149839997,1.86548066,11.0874653,0.036842,HATLAS J142420.3-001445,-
G15.DR1.2283,216.350449,0.914162993,0.125279993,1.58513522,17.6596317,0.083291,HATLAS J142524.1+005450,-
G15.DR1.22831,219.810333,0.365359992,0.2403,2.82270551,27.8867168,0.037577,HATLAS J143914.4+002155,-
G15.DR1.22832,215.046982,-0.969618022,1.1871686,8.43856812,671.197815,0.037543,HATLAS J142011.2-005810,-
G15.DR1.22833,213.233185,-0.855597019,2.98734164,11.5005274,6936.56738,0.037175,HATLAS J141255.9-005120,-
G15.DR1.22835,214.067322,-0.800001025,1.14100778,8.28010941,598.277161,0.036476,HATLAS J141616.1-004800,-
G15.DR1.22840,215.368637,-0.655202985,0.0,0.0,0.0,0.029644,HATLAS J142128.4-003918,-
G15.DR1.22841,214.454224,0.282736987,1.0205543,7.82965994,355.465607,0.02758,HATLAS J141749.0+001657,-
G15.DR1.22846,215.86351,0.623444974,3.2941049e-08,4.53888134e-07,5.81767273e-13,0.036528,HATLAS J142327.2+003724,-
G15.DR1.22847,220.623627,0.91870302,0.88027972,7.22757769,263.468231,0.027959,HATLAS J144229.6+005507,-
G15.DR1.22848,212.414017,0.143337995,0.184599996,2.24687886,17.164608,0.038283,HATLAS J140939.3+000836,-
G15.DR1.22849,213.27536,0.0346129984,0.0260199998,0.352090836,0.352368146,0.036243,HATLAS J141306.0+000204,-
G15.DR1.22850,212.310226,-0.662338972,1.60580599,9.59440422,1347.82898,0.037666,HATLAS J140914.4-003944,-
G15.DR1.22851,213.689743,-0.461888999,0.14034,1.75813401,9.63964558,0.036384,HATLAS J141445.5-002742,-
G15.DR1.22853,216.186523,-0.323857009,0.174040005,2.13286734,15.172411,0.037689,HATLAS J142444.7-001925,-
G15.DR1.22854,213.298416,-0.165850997,0.915839851,7.38894224,359.324524,0.035128,HATLAS J141311.6-000957,-
G15.DR1.22856,220.112167,-0.170112997,1.6583848,9.71065998,1402.17993,0.036279,HATLAS J144026.9-001012,-
G15.DR1.22857,217.537003,1.00061297,0.710464001,6.36272097,173.255753,0.028523,HATLAS J143008.8+010002,-
G15.DR1.2286,214.785385,1.22033298,0.280200005,3.21021509,77.423317,0.077696,HATLAS J141908.4+011313,-
G15.DR1.22862,218.265274,-0.956776023,0.588729978,5.63049173,160.856033,0.038471,HATLAS J143303.6-005724,-
G15.DR1.22864,216.464569,1.24611604,0.487421006,4.93493986,92.6505661,0.03202,HATLAS J142551.4+011446,-
G15.DR1.22865,215.213135,-0.937399983,0.101999998,1.3107208,5.43613243,0.038005,HATLAS J142051.1-005614,-
G15.DR1.22866,215.877197,1.38361096,0.643314302,5.97175646,175.515335,0.035117,HATLAS J142330.5+012300,-
G15.DR1.22868,220.613937,-0.470725,3.22614956,11.6833944,6599.56982,0.027663,HATLAS J144227.3-002814,-
G15.DR1.22869,219.719086,1.38589001,1.69080865,9.7797451,1122.00598,0.02772,HATLAS J143852.5+012309,-
G15.DR1.2287,215.031876,-0.0138600003,0.86097002,7.13729668,562.362366,0.062411,HATLAS J142007.6-000049,-
G15.DR1.22870,216.002563,-0.540491998,0.65088886,6.01740503,187.356522,0.036766,HATLAS J142400.6-003225,-
G15.DR1.22871,212.404861,1.20693099,0.177440003,2.16974974,15.7593403,0.037794,HATLAS J140937.1+011224,-
G15.DR1.22877,221.504883,0.443352997,1.03598058,7.8905282,498.312805,0.037446,HATLAS J144601.1+002636,-
G15.DR1.22879,212.245987,-0.397893012,0.794599533,6.81184673,294.709595,0.038619,HATLAS J140859.0-002352,-
G15.DR1.22880,215.119995,1.14902103,1.06679559,8.00923538,519.286804,0.036651,HATLAS J142028.7+010856,-
G15.DR1.22883,214.923203,-0.849075973,0.662702024,6.08777618,152.003738,0.028669,HATLAS J141941.5-005056,-
G15.DR1.22884,220.370895,0.114687003,1.11368775,8.1827755,426.493927,0.027436,HATLAS J144129.0+000652,-
G15.DR1.22886,219.051651,1.34273505,0.393759996,4.21061802,69.0439377,0.035935,HATLAS J143612.3+012033,-
G15.DR1.22888,219.672119,-0.0633039996,0.340817124,3.76213837,52.5581779,0.036055,HATLAS J143841.3-000347,-
G15.DR1.22889,212.395813,0.183559999,0.371284992,4.0238781,67.2699585,0.039231,HATLAS J140934.9+001100,-
G15.DR1.22892,218.330505,0.499734998,1.33333576,8.89503002,855.93866,0.036864,HATLAS J143319.3+002959,-
G15.DR1.22893,218.451431,0.671886027,0.330969989,3.67535973,47.4582138,0.03464,HATLAS J143348.3+004018,-
G15.DR1.22896,217.734665,0.42771399,2.22178054,10.6843109,2347.38623,0.029143,HATLAS J143056.3+002539,-
G15.DR1.22898,219.073059,0.658095002,1.11528516,8.18855667,594.038147,0.038077,HATLAS J143617.5+003929,-
G15.DR1.22899,216.697327,1.32790506,0.700429022,6.30622864,166.8078,0.028197,HATLAS J142647.3+011940,-
G15.DR1.229,219.340027,-0.891003013,0.139339998,1.74675608,51.181488,0.196221,HATLAS J143721.6-005327,-
G15.DR1.2290,217.555237,0.62787199,0.468024999,4.79173422,159.940735,0.059924,HATLAS J143013.2+003740,-
G15.DR1.22900,217.166473,-0.172810003,0.288890004,3.29200077,32.0671844,0.030199,HATLAS J142839.9-001022,-
G15.DR1.22904,213.41893,-0.554454029,2.03020978,10.4008646,2460.51587,0.03861,HATLAS J141340.5-003316,-
G15.DR1.22905,214.467438,1.33196795,2.67582846,11.2178221,3834.14209,0.028564,HATLAS J141752.1+011955,-
G15.DR1.22906,220.67485,0.300700009,1.72446609,9.84944534,1209.3634,0.028483,HATLAS J144241.9+001802,-
G15.DR1.22907,218.021927,0.0306940004,1.89200759,10.1685381,1584.35913,0.029701,HATLAS J143205.2+000150,-
G15.DR1.2291,214.833374,1.11151898,0.117969997,1.49989474,14.8052702,0.078244,HATLAS J141920.0+010641,-
G15.DR1.22914,220.253235,0.371767998,0.204450995,2.45694804,15.308588,0.02801,HATLAS J144100.7+002218,-
G15.DR1.22918,219.536285,0.721396029,0.593697011,5.66246605,164.182587,0.038661,HATLAS J143808.7+004317,-
G15.DR1.22919,216.748978,-0.880442023,2.50399756,11.0354433,4132.29297,0.037133,HATLAS J142659.7-005249,-
G15.DR1.2292,213.039825,0.530951977,0.10543,1.35169506,12.3563242,0.081144,HATLAS J141209.5+003151,-
G15.DR1.22920,219.433594,0.0480090007,1.26874971,8.70137215,752.272644,0.036256,HATLAS J143744.0+000252,-
G15.DR1.22921,219.608414,0.0940579996,0.950176835,7.53893185,402.69989,0.036373,HATLAS J143826.0+000538,-
G15.DR1.22922,214.433899,-0.169805005,1.83363616,10.0623589,1400.41541,0.028377,HATLAS J141744.1-001011,-
G15.DR1.22925,212.612259,0.547390997,2.23241901,10.6988659,2849.96436,0.034969,HATLAS J141026.9+003250,-
G15.DR1.22926,221.835663,1.46497703,2.51721501,11.05019,4072.82129,0.036063,HATLAS J144720.5+012753,-
G15.DR1.22927,215.079208,-0.641029,1.86447287,10.1190987,1447.89343,0.028151,HATLAS J142019.0-003827,-
G15.DR1.2293,218.172989,0.0477109998,0.130909994,1.65021968,13.8210936,0.059735,HATLAS J143241.5+000251,-
G15.DR1.22930,217.612854,-0.627994001,0.0,0.0,0.0,0.027724,HATLAS J143027.0-003740,-
G15.DR1.22934,214.160355,1.25656497,1.33392215,8.89672184,648.470886,0.027898,HATLAS J141638.4+011523,-
G15.DR1.22936,213.342072,-0.424984992,1.49817204,9.33880806,1066.12732,0.035118,HATLAS J141322.0-002529,-
G15.DR1.22937,218.07695,0.00237599993,0.445284605,4.6194396,70.014061,0.028883,HATLAS J143218.4+000008,-
G15.DR1.22939,216.924637,-0.128976002,2.14735794,10.5790854,2693.53247,0.036567,HATLAS J142741.9-000744,-
G15.DR1.22940,221.826721,0.89783299,1.10668123,8.15738869,576.65863,0.037596,HATLAS J144718.4+005352,-
G15.DR1.22942,220.131012,1.349298,1.28645456,8.75566578,579.08606,0.027053,HATLAS J144031.4+012057,-
G15.DR1.22943,217.962326,0.316141993,0.357320011,3.90516305,44.1928749,0.02785,HATLAS J143150.9+001858,-
G15.DR1.22945,221.963425,-0.466562003,1.84042776,10.074975,1808.41528,0.03631,HATLAS J144751.2-002759,-
G15.DR1.22946,221.888123,1.06809294,0.547792971,5.35960007,139.024246,0.038237,HATLAS J144733.1+010405,-
G15.DR1.22948,214.485977,-0.315948009,0.182251483,2.22166228,12.9631376,0.02952,HATLAS J141756.6-001857,-
G15.DR1.22950,220.018005,0.65346998,2.18668222,10.6354408,2158.50806,0.02795,HATLAS J144004.3+003912,-
G15.DR1.22951,215.200546,0.0477319993,2.15523291,10.590497,2442.93506,0.032867,HATLAS J142048.1+000251,-
G15.DR1.22954,215.167801,-0.235733002,1.95367646,10.2753601,1635.26782,0.02829,HATLAS J142040.2-001408,-
G15.DR1.22959,219.743332,0.67198801,0.41655001,4.39468527,76.345993,0.035849,HATLAS J143858.3+004019,-
G15.DR1.22960,213.580856,-0.293249011,2.07892489,10.4769402,2483.31519,0.036672,HATLAS J141419.4-001735,-
G15.DR1.22961,220.317291,1.05959499,0.225270972,2.67145467,17.9260616,0.027158,HATLAS J144116.1+010334,-
G15.DR1.22962,217.098969,0.193633005,0.481589854,4.89224815,83.1501541,0.029416,HATLAS J142823.7+001137,-
G15.DR1.22964,213.179764,0.35788101,0.206729993,2.48071933,20.137331,0.036211,HATLAS J141243.1+002128,-
G15.DR1.22967,213.985916,-0.34366101,0.0770599991,1.00697529,3.23764253,0.039056,HATLAS J141556.6-002037,-
G15.DR1.22968,215.258499,1.10260904,1.2372942,8.60256577,708.208679,0.036077,HATLAS J142102.0+010609,-
G15.DR1.22969,216.074188,0.0178420004,0.239348993,2.81322479,26.7702427,0.036134,HATLAS J142417.8+000104,-
G15.DR1.2297,219.239563,-0.826388001,0.358889014,3.91860366,123.77668,0.077202,HATLAS J143657.4-004934,-
G15.DR1.22974,215.785645,-0.494096011,1.43368232,9.17326641,1026.48438,0.037445,HATLAS J142308.5-002938,-
G15.DR1.22976,221.103104,-0.606361985,0.542760015,5.32537889,96.8379898,0.027095,HATLAS J144424.7-003622,-
G15.DR1.22978,213.9617,0.482470006,0.965041757,7.60215616,320.756836,0.028042,HATLAS J141550.8+002856,-
G15.DR1.22981,221.757614,0.976333976,2.86700559,11.3979101,5779.94629,0.035138,HATLAS J144701.8+005834,-
G15.DR1.22982,212.327515,-0.516247988,0.886525214,7.25637627,355.345764,0.037177,HATLAS J140918.6-003058,-
G15.DR1.22983,214.578583,0.00118400005,1.36389327,8.98259068,623.753052,0.0255,HATLAS J141818.8+000004,-
G15.DR1.22985,219.283661,0.78391999,0.39598,4.22877407,71.761673,0.037086,HATLAS J143708.0+004702,-
G15.DR1.22986,221.279739,-0.114977002,1.4433831,9.19878674,770.611877,0.027675,HATLAS J144507.1-000653,-
G15.DR1.22987,215.790543,0.907707989,0.615935981,5.80332708,168.478348,0.036795,HATLAS J142309.7+005427,-
G15.DR1.22988,219.978714,0.650434017,0.294330001,3.34272861,32.6902924,0.029691,HATLAS J143954.8+003901,-
G15.DR1.2299,221.632263,0.759711981,0.207760006,2.49143004,52.3088074,0.079011,HATLAS J144631.7+004534,-
G15.DR1.22991,220.453186,0.101882003,0.292490005,3.32560754,29.8868637,0.027542,HATLAS J144148.7+000606,-
G15.DR1.22992,217.729813,1.09285903,2.56208944,11.0994768,3411.63818,0.028762,HATLAS J143055.1+010534,-
G15.DR1.22993,221.616684,0.738166988,0.171250001,2.10247684,14.7008286,0.03785,HATLAS J144628.0+004417,-
G15.DR1.22994,220.294769,1.35297894,1.73118711,9.86317539,1176.83691,0.02745,HATLAS J144110.7+012110,-
G15.DR1.22996,214.080673,1.25048399,0.278216004,3.19141245,27.4805107,0.027836,HATLAS J141619.3+011501,-
G15.DR1.22998,217.783432,-0.113214001,1.14213371,8.28405285,459.928467,0.027972,HATLAS J143108.0-000647,-
G15.DR1.230,217.277252,1.28468204,0.0864700004,1.12279165,15.9040766,0.1542,HATLAS J142906.5+011704,-
G15.DR1.23004,218.102478,0.504007995,2.09770966,10.5054941,2478.59595,0.035753,HATLAS J143224.5+003014,-
G15.DR1.23005,215.806152,-0.142398,0.0,0.0,0.0,0.038095,HATLAS J142313.4-000832,-
G15.DR1.23006,217.296127,-0.214504004,0.348547012,3.82950354,43.1057816,0.028427,HATLAS J142911.0-001252,-
G15.DR1.23007,220.153824,1.13444304,0.617456019,5.8128252,125.673172,0.027281,HATLAS J144036.9+010803,-
G15.DR1.23008,212.321091,-0.771167994,1.397035,9.07472801,904.161865,0.035007,HATLAS J140917.0-004616,-
G15.DR1.23012,215.537292,0.344146997,0.0,0.0,0.0,0.036988,HATLAS J142208.9+002038,-
G15.DR1.23013,218.134598,0.866093993,0.484109998,4.91073322,102.615845,0.035848,HATLAS J143232.3+005157,-
G15.DR1.23014,221.733765,-0.494183987,0.337529004,3.733284,46.3737106,0.032544,HATLAS J144656.1-002939,-
G15.DR1.23016,216.010315,1.21773899,1.31032836,8.827425,807.065796,0.03619,HATLAS J142402.4+011303,-
G15.DR1.23019,215.59906,0.945066988,2.089329,10.4928007,2607.9292,0.038017,HATLAS J142223.7+005642,-
G15.DR1.23021,212.755646,1.41812205,0.703040421,6.32098198,226.443527,0.038094,HATLAS J141101.3+012505,-
G15.DR1.23022,218.139114,1.27429903,0.511022449,5.10466909,116.805367,0.036819,HATLAS J143233.3+011627,-
G15.DR1.23024,213.503769,-0.659096003,0.51078999,5.10302258,116.121956,0.036644,HATLAS J141400.9-003932,-
G15.DR1.23027,212.485245,0.627390027,0.411499709,4.35434246,81.156456,0.038993,HATLAS J140956.4+003738,-
G15.DR1.23029,214.218613,0.873174012,2.69670296,11.238534,3889.42139,0.028294,HATLAS J141652.4+005223,-
G15.DR1.2303,217.855225,-0.964926004,2.32607841,10.8223953,5827.77246,0.064036,HATLAS J143125.2-005753,-
G15.DR1.23032,214.582306,-0.0955350026,0.551159978,5.38239241,102.529877,0.027929,HATLAS J141819.7-000543,-
G15.DR1.23035,213.894745,0.420370996,2.27048659,10.7501507,2301.43481,0.027001,HATLAS J141534.7+002513,-
G15.DR1.23038,217.670013,-0.227026999,2.64942384,11.1911192,3626.53833,0.027809,HATLAS J143040.8-001337,-
G15.DR1.23042,216.804291,0.835470974,2.36423087,10.8703642,2580.43408,0.027132,HATLAS J142713.0+005007,-
G15.DR1.23043,216.222137,0.688143015,1.55290377,9.47186089,1164.22766,0.03523,HATLAS J142453.3+004117,-
G15.DR1.23044,217.87674,0.119027004,1.50314903,9.35117149,862.732605,0.028184,HATLAS J143130.4+000708,-
G15.DR1.23045,219.542099,1.204669,0.298839986,3.38451672,36.0923271,0.031866,HATLAS J143810.1+011216,-
G15.DR1.23046,216.696213,1.37768197,1.80995536,10.017808,1350.12695,0.02825,HATLAS J142647.0+012239,-
G15.DR1.23047,219.330383,-0.247021005,1.62558305,9.6387558,1401.48242,0.038041,HATLAS J143719.2-001449,-
G15.DR1.23049,213.765564,0.0222130008,0.266400009,3.07844996,35.6941071,0.03939,HATLAS J141503.7+000119,-
G15.DR1.23050,216.854752,1.12572598,1.43904245,9.18740177,740.857544,0.026775,HATLAS J142725.1+010732,-
G15.DR1.23052,221.425964,-0.000768999977,1.65656841,9.7067337,1188.91187,0.030845,HATLAS J144542.2-000002,-
G15.DR1.23053,213.842606,1.13799095,2.4770174,11.0048084,3073.82153,0.028466,HATLAS J141522.2+010816,-
G15.DR1.23059,215.890289,1.11888504,0.295399994,3.35266089,41.3076744,0.037463,HATLAS J142333.6+010707,-
G15.DR1.2306,217.110168,0.530484021,0.446343005,4.62756157,143.399796,0.058821,HATLAS J142826.4+003149,-
G15.DR1.23060,221.477829,-0.350354999,3.20379972,11.6673803,6627.771,0.028377,HATLAS J144554.6-002101,-
G15.DR1.23061,217.245804,0.881525993,0.649783015,6.01075411,142.634186,0.027976,HATLAS J142858.9+005253,-
G15.DR1.23062,218.795624,0.159639001,0.741559982,6.533741,232.385315,0.034999,HATLAS J143510.9+000934,-
G15.DR1.23064,215.427795,0.68079102,0.0,0.0,0.0,0.035433,HATLAS J142142.6+004050,-
G15.DR1.23065,217.772736,-0.892946005,2.38265395,10.8930845,2686.20361,0.027671,HATLAS J143105.4-005334,-
G15.DR1.23066,213.653732,1.38252902,1.06317961,7.99552774,382.558838,0.027231,HATLAS J141436.8+012257,-
G15.DR1.23067,213.096695,1.09988201,0.899197578,7.31420422,359.404358,0.036417,HATLAS J141223.2+010559,-
G15.DR1.23068,219.666946,-0.348383009,0.344619989,3.79536223,51.7307625,0.034805,HATLAS J143840.0-002054,-
G15.DR1.2307,220.169708,1.23373199,0.353799999,3.87490845,96.2783966,0.061701,HATLAS J144040.7+011401,-
G15.DR1.23071,219.654068,0.757793009,0.208949998,2.50379777,21.65312,0.038012,HATLAS J143836.9+004528,-
G15.DR1.23072,219.799911,0.326490015,0.138620004,1.73855078,9.27287865,0.035955,HATLAS J143911.9+001935,-
G15.DR1.23073,221.258881,0.33474499,1.2293582,8.57712936,545.944641,0.028208,HATLAS J144502.1+002005,-
G15.DR1.23074,221.095749,-0.0651250035,2.56876469,11.1066694,3145.07666,0.026293,HATLAS J144422.9-000354,-
G15.DR1.23075,219.375214,0.331515998,0.26286,3.04427195,30.9890804,0.035013,HATLAS J143730.0+001953,-
G15.DR1.23077,212.937057,-0.113078997,0.516687989,5.14470053,121.145744,0.037385,HATLAS J141144.8-000647,-
G15.DR1.23079,217.807602,-0.323799998,1.30721045,8.81816292,608.212646,0.027391,HATLAS J143113.8-001925,-
G15.DR1.23081,214.152054,0.759844005,1.73978317,9.88053894,1241.11743,0.028605,HATLAS J141636.4+004535,-
G15.DR1.23082,215.422913,0.755993009,0.795928001,6.81860065,274.210785,0.035784,HATLAS J142141.4+004521,-
G15.DR1.23083,217.123093,0.558628023,2.17502499,10.6189079,2111.61646,0.02773,HATLAS J142829.5+003331,-
G15.DR1.23085,216.266953,0.381099999,2.66583347,11.2077332,4786.5791,0.035987,HATLAS J142504.0+002251,-
G15.DR1.23086,214.000473,1.43619001,0.265480012,3.06958508,26.125885,0.029061,HATLAS J141600.1+012610,-
G15.DR1.23088,216.895676,0.0348180011,2.44289684,10.9652081,3825.54956,0.036778,HATLAS J142734.9+000205,-
G15.DR1.2309,215.217499,0.178083003,0.279549986,3.20406318,77.5896149,0.077731,HATLAS J142052.2+001041,-
G15.DR1.23090,220.530212,1.31316996,0.33085534,3.67434788,37.2636795,0.027221,HATLAS J144207.2+011847,-
G15.DR1.23094,214.603546,-0.354460001,0.362089992,3.94595265,44.8822365,0.027414,HATLAS J141824.8-002116,-
G15.DR1.23096,219.476624,-0.700008988,2.84024405,11.3739529,5952.4834,0.037134,HATLAS J143754.3-004200,-
G15.DR1.23098,212.469498,0.262807995,1.86832595,10.1260691,1900.74109,0.036767,HATLAS J140952.6+001546,-
G15.DR1.23099,214.280731,0.541949987,0.606091976,5.74143076,125.022995,0.028266,HATLAS J141707.3+003231,-
G15.DR1.2310,221.402451,1.15332997,0.829210401,6.98455524,642.530823,0.077177,HATLAS J144536.5+010911,-
G15.DR1.23100,217.890854,0.413044006,0.683171988,6.20748568,160.355728,0.028574,HATLAS J143133.8+002446,-
G15.DR1.23101,218.957489,-0.779883981,1.49004281,9.31845093,1120.48608,0.037375,HATLAS J143549.7-004647,-
G15.DR1.23103,212.683578,0.309273988,0.747799277,6.56732225,250.087585,0.037045,HATLAS J141044.0+001833,-
G15.DR1.23104,216.008759,0.492891997,2.46755672,10.9939384,3888.75952,0.036415,HATLAS J142402.1+002934,-
G15.DR1.23105,218.063583,0.922683001,0.220519006,2.62300754,22.3830929,0.035322,HATLAS J143215.2+005521,-
G15.DR1.23106,221.424561,-0.285068989,0.504607975,5.05901814,85.6856918,0.027695,HATLAS J144541.8-001706,-
G15.DR1.23107,212.580353,0.371102989,0.948223352,7.53052759,391.910767,0.035581,HATLAS J141019.2+002215,-
G15.DR1.23108,217.828094,-0.0582149997,0.525472522,5.20620346,93.2722931,0.027781,HATLAS J143118.7-000329,-
G15.DR1.23109,214.282059,-0.134516999,0.513387978,5.12141657,88.778801,0.027673,HATLAS J141707.6-000804,-
G15.DR1.23110,214.700912,1.05190003,0.507304013,5.0782547,115.554123,0.03687,HATLAS J141848.2+010306,-
G15.DR1.23111,217.755875,-0.817878008,0.874262989,7.19965649,265.440796,0.028555,HATLAS J143101.4-004904,-
G15.DR1.23112,213.602585,0.272051007,1.55006766,9.46509743,1171.09888,0.0356,HATLAS J141424.6+001619,-
G15.DR1.23113,214.041046,0.882466018,2.69545341,11.2373428,3975.81519,0.028955,HATLAS J141609.8+005256,-
G15.DR1.23117,219.900772,-0.278890014,0.344790012,3.79684901,55.83078,0.03752,HATLAS J143936.1-001644,-
G15.DR1.23118,216.518433,0.705536008,0.136050001,1.70921016,9.39069366,0.037625,HATLAS J142604.4+004219,-
G15.DR1.23119,220.134262,1.37250304,0.37518999,4.05670547,46.8022575,0.026799,HATLAS J144032.2+012221,-
G15.DR1.2312,221.30658,1.38140202,0.781786025,6.74618959,553.017456,0.074865,HATLAS J144513.5+012253,-
G15.DR1.23120,218.929626,1.25788903,1.10252547,8.1422472,565.366211,0.037118,HATLAS J143543.1+011528,-
G15.DR1.23121,216.459717,0.88004303,0.0259646401,0.351355433,0.359649628,0.037153,HATLAS J142550.3+005248,-
G15.DR1.23123,219.380569,0.173314005,0.103655003,1.33051515,5.22310019,0.035572,HATLAS J143731.3+001023,-
G15.DR1.23124,219.218353,0.619378984,0.788520753,6.78082609,277.658661,0.036941,HATLAS J143652.4+003709,-
G15.DR1.23128,213.672684,0.820738971,0.781080365,6.74253941,203.862534,0.02766,HATLAS J141441.4+004914,-
G15.DR1.23129,220.118164,-0.814392984,1.89109409,10.1669083,1903.62634,0.035729,HATLAS J144028.3-004851,-
G15.DR1.2313,216.699493,1.17749202,1.11575842,8.19027233,947.751404,0.060685,HATLAS J142647.8+011038,-
G15.DR1.23130,214.979126,0.894406974,0.947569013,7.52771044,398.603027,0.036251,HATLAS J141954.9+005339,-
G15.DR1.23135,221.448349,-0.228434995,2.43398905,10.9547243,2845.54346,0.027648,HATLAS J144547.6-001342,-
G15.DR1.2314,218.128571,-0.898784995,0.351440012,3.8545475,115.104965,0.074447,HATLAS J143230.8-005355,-
G15.DR1.23140,214.13678,0.663893998,0.186419994,2.26636982,13.0846872,0.028552,HATLAS J141632.8+003950,-
G15.DR1.23142,220.152863,0.141304001,0.772122979,6.69603443,203.729355,0.028332,HATLAS J144036.6+000828,-
G15.DR1.23143,214.13942,1.11013997,0.794602633,6.81186771,215.584,0.02825,HATLAS J141633.4+010636,-
G15.DR1.23144,215.258453,-0.912351012,1.3424567,8.9214344,842.806824,0.03574,HATLAS J142102.0-005444,-
G15.DR1.23146,213.966476,1.39511895,0.734130979,6.49343681,182.356873,0.02804,HATLAS J141551.9+012342,-
G15.DR1.23147,220.549393,1.21459794,1.69335306,9.78504944,1148.71533,0.028274,HATLAS J144211.8+011252,-
G15.DR1.23148,213.58606,-0.106941998,0.417302996,4.40068054,68.8475113,0.032189,HATLAS J141420.6-000624,-
G15.DR1.2315,221.609665,1.11694896,1.21436346,8.52853012,1485.50281,0.078992,HATLAS J144626.3+010701,-
G15.DR1.23150,220.520996,-0.0561340004,0.73131901,6.47809267,178.906006,0.027772,HATLAS J144205.0-000322,-
G15.DR1.23151,212.924347,-0.93897301,1.72894275,9.85857868,1542.17871,0.036088,HATLAS J141141.8-005620,-
G15.DR1.23155,218.739136,0.477295011,1.58228767,9.54064751,1283.55261,0.037158,HATLAS J143457.3+002838,-
G15.DR1.23156,215.544113,-0.212147996,1.19120622,8.4520998,682.064331,0.037828,HATLAS J142210.5-001243,-
G15.DR1.23160,213.668396,1.49252903,0.118320003,1.50399446,5.1411438,0.026997,HATLAS J141440.4+012933,-
G15.DR1.23162,214.169373,-0.301169991,0.0782399997,1.02158165,2.41712999,0.028478,HATLAS J141640.6-001804,-
G15.DR1.23163,216.313995,0.334446013,0.137940004,1.73079872,9.18307686,0.035991,HATLAS J142515.3+002004,-
