IDNAME,RA,Dec,z,LookbackTime,SFR,F500,Z_PHOT,F350,alpha250350,Z_SPEC,F250,NAME_IAU,FeatureType,FeatureName,FeatureZopt,FeatureZsubmm
G15.DR1.12726,221.26889,0.708783984,1.85471189,10.1012983,2304.92505,0.026077,2.3453502914721183,0.043854,0.1030998056852544,-99.0,0.045402,HATLAS J144504.5+004231,-,,0.0,0.0
G15.DR1.1273,212.105148,-0.106838003,0.0512700006,0.681818008,3.60644031,0.009718,-1.3157646078282195,0.041183,2.5438430718854796,0.05127,0.096927,HATLAS J140825.2-000624,-,,0.0,0.0
G15.DR1.12731,212.661743,-0.212382004,1.52027977,9.39335442,1542.66187,0.021537,2.150336913129574,0.045384,0.23310872458028392,-99.0,0.049087,HATLAS J141038.8-001244,-,,0.0,0.0
G15.DR1.12733,215.16716,0.147357002,0.27926001,3.20131254,42.0513992,0.011799,-1.9033122237380375,0.015727,2.935541482492025,0.27926,0.042229,HATLAS J142040.1+000850,-,,0.0,0.0
G15.DR1.12734,214.847244,-0.311787993,0.305453002,3.44536018,40.4230042,0.01017193,2.556352716202292,0.0348295,-0.03756847746819471,0.51187,0.034392,HATLAS J141923.3-001842,-,,0.0,0.0
G15.DR1.12735,214.826187,-0.324429989,1.09284627,8.10668182,530.061951,0.01175884,1.2155340730485202,0.02660497,0.8563106179676532,-99.0,0.035489,HATLAS J141918.2-001927,-,,0.0,0.0
G15.DR1.1274,214.216324,-0.293559015,0.954098105,7.55571699,825.598938,0.027828,0.24958387272203453,0.04469,1.5002774181853105,-99.0,0.074036,HATLAS J141651.9-001736,-,,0.0,0.0
G15.DR1.12741,220.906799,0.391833991,0.259110004,3.00788593,28.7335548,-0.0006521514049579612,-2.5749562084063538,0.010671,3.383304138937569,0.25911,0.033312,HATLAS J144337.6+002330,-,,0.0,0.0
G15.DR1.12742,220.504074,1.13719106,1.15143108,8.31651402,571.187683,0.0107587,1.594074011788972,0.02784386,0.603950658807352,-99.0,0.034118,HATLAS J144200.9+010813,-,,0.0,0.0
G15.DR1.12743,220.537949,0.353890985,1.49022138,9.31888771,1047.22791,0.01723441,1.4244464733006765,0.02743517,0.7170356844662156,0.27216,0.034921,HATLAS J144209.1+002114,-,,0.0,0.0
G15.DR1.12744,214.519089,0.149995998,1.19738221,8.47264862,617.961975,0.01472838,0.7680342899347758,0.02298791,1.1546438067101494,0.29883,0.033902,HATLAS J141804.5+000859,-,,0.0,0.0
G15.DR1.1275,218.903397,-0.267962009,0.0397530198,0.532849967,2.13157415,0.010658,-1.09183934849373,0.042196,2.3945595656624867,0.80234,0.094446,HATLAS J143536.8-001604,-,,0.0,0.0
G15.DR1.12750,219.541046,0.99387002,0.299930006,3.39458275,49.8781586,0.028156,1.4941819817724402,0.035089,0.6705453454850399,0.29993,0.04397,HATLAS J143809.8+005937,-,,0.0,0.0
G15.DR1.12752,212.677979,0.174119994,0.147530004,1.83950472,12.8901834,0.00125,-5.719454012340684,0.007012,5.479636008227122,0.14753,0.044317,HATLAS J141042.7+001026,-,,0.0,0.0
G15.DR1.12753,216.797256,0.35345301,2.42695022,10.9464312,4609.44824,0.036301,2.2171908009855503,0.042401,0.18853946600963312,-99.0,0.045178,HATLAS J142711.3+002112,-,,0.0,0.0
G15.DR1.12756,216.304092,-0.520578027,0.0553699993,0.734282553,1.90737844,0.010982,-0.1485171765313429,0.024327,1.765678117687562,0.05537,0.044066,HATLAS J142512.9-003114,-,,0.0,0.0
G15.DR1.12760,212.677124,-0.412335008,2.5779562,11.116538,5465.7749,0.038995,2.312257685076481,0.043429,0.1251615432823458,-99.0,0.045297,HATLAS J141042.5-002444,-,,0.0,0.0
G15.DR1.12761,215.485489,-0.511231005,0.800039947,6.83943129,319.5849,0.012272,0.33729476022976357,0.025446,1.4418034931801575,-99.0,0.041334,HATLAS J142156.5-003040,-,,0.0,0.0
G15.DR1.12764,221.750381,-0.115841001,1.12697566,8.23044586,721.295288,0.017521,0.8803576756582732,0.031396,1.0797615495611512,-99.0,0.04515,HATLAS J144700.0-000657,-,,0.0,0.0
G15.DR1.12765,217.202942,-0.0211679991,0.532429993,5.25447035,112.952187,0.01053382,1.3514694124692628,0.02545787,0.7656870583538248,0.53243,0.032939,HATLAS J142848.7-000116,-,,0.0,0.0
G15.DR1.12767,213.186829,-0.690288007,0.778101981,6.72711611,330.671997,0.017234,-2.031493204078112,0.01639,3.020995469385408,-99.0,0.045293,HATLAS J141244.8-004125,-,,0.0,0.0
G15.DR1.12768,217.740616,0.789579988,0.28500554,3.25555396,34.4095116,0.0009187191601653856,0.1528483746802265,0.01974899,1.5647677502131823,0.1502,0.033435,HATLAS J143057.7+004722,-,,0.0,0.0
G15.DR1.1277,221.694885,0.617295027,0.414220005,4.37609911,197.353867,0.01611,-2.1788183814183135,0.03268,3.119212254278876,0.41422,0.093344,HATLAS J144646.7+003702,-,,0.0,0.0
G15.DR1.12771,219.554932,-0.230265006,1.8415246,10.0769939,2301.34717,0.029161,1.406895594314546,0.036106,0.7287362704569693,-99.0,0.046139,HATLAS J143813.1-001348,-,,0.0,0.0
G15.DR1.12774,214.145782,-0.924476027,0.834304512,7.00941372,369.829742,0.009523,1.0102218906761795,0.031437,0.9931854062158804,-99.0,0.043911,HATLAS J141634.9-005528,-,,0.0,0.0
G15.DR1.12777,213.996445,0.0546460003,1.91890228,10.2157764,1925.88684,0.01851007,3.39133470305293,0.0425682,-0.5942231353686199,-99.0,0.034854,HATLAS J141559.1+000316,-,,0.0,0.0
G15.DR1.12779,220.601929,1.29340601,1.37651193,9.01799774,832.895691,0.01508025,1.3488735636356808,0.02577674,0.7674176242428795,-99.0,0.033371,HATLAS J144224.4+011736,-,,0.0,0.0
G15.DR1.12780,216.8564,-0.767929018,0.0,0.0,0.0,0.005863,-1.7986095770634778,0.016352,2.8657397180423185,0.25248,0.042888,HATLAS J142725.5-004604,-,,0.0,0.0
G15.DR1.12782,216.153397,0.166091993,1.03013968,7.86756897,613.297852,0.017896,0.5592739178900028,0.030245,1.2938173880733315,-99.0,0.046743,HATLAS J142436.8+000957,-,,0.0,0.0
G15.DR1.12785,213.705795,-0.110550001,0.846679866,7.06922722,371.996887,0.009858,0.9534184415796583,0.030207,1.031054372280228,-99.0,0.042734,HATLAS J141449.3-000637,-,,0.0,0.0
G15.DR1.127856,221.873077,0.332745999,3.77879429,12.0225735,6912.75146,0.02097494,5.75187739679949,0.03453712,-2.167918264532993,-99.0,0.016653,HATLAS J144729.5+001957,-,,0.0,0.0
G15.DR1.12788,216.377213,-0.776453018,2.19109178,10.6416674,3572.54834,0.035029,1.1542712229025884,0.034037,0.897152518064941,-99.0,0.046031,HATLAS J142530.5-004635,-,,0.0,0.0
G15.DR1.1279,221.231857,-0.92405498,0.147569999,1.83995247,26.4114799,0.019252,-0.2904839432070707,0.048529,1.8603226288047139,0.14757,0.09075,HATLAS J144455.6-005526,-,,0.0,0.0
G15.DR1.12792,219.426956,0.663483977,0.32574001,3.62882566,62.1873627,0.006158,-0.9383468571764819,0.021641,2.2922312381176546,0.32574,0.046799,HATLAS J143742.4+003948,-,,0.0,0.0
G15.DR1.12793,218.527298,-0.864039004,1.84448659,10.0825014,2176.05566,0.024674,2.3805384352351555,0.042306,0.07964104317656302,-99.0,0.043455,HATLAS J143406.5-005150,-,,0.0,0.0
G15.DR1.12795,215.091614,-0.00816699956,2.9798727,11.4944086,6495.48828,0.03599993,2.321958920921464,0.03365184,0.11869405271902408,0.31774,0.035023,HATLAS J142021.9-000029,-,,0.0,0.0
G15.DR1.12796,217.415115,-0.837418973,1.56251085,9.49452782,1471.24036,0.022597,1.5202584226551914,0.035221,0.6531610515632057,-99.0,0.043878,HATLAS J142939.6-005014,-,,0.0,0.0
G15.DR1.12798,212.42926,1.40483999,1.58124518,9.5382309,1584.74878,0.024617,1.371242667297653,0.035674,0.7525048884682314,-99.0,0.045953,HATLAS J140943.0+012417,-,,0.0,0.0
G15.DR1.128,214.342041,0.0237750001,0.05339,0.708983958,12.8369932,0.060593,-0.4755014566371223,0.105811,1.9836676377580815,0.05339,0.206253,HATLAS J141722.0+000125,-,,0.0,0.0
G15.DR1.12804,214.538345,-0.789310992,2.94272256,11.4633789,6091.24512,0.03532528,1.8249106540756426,0.02940095,0.4500595639495717,-99.0,0.034208,HATLAS J141809.2-004721,-,,0.0,0.0
G15.DR1.12805,218.500534,0.848719001,3.44013351e-08,4.74013916e-07,7.89099146e-13,0.002854,-5.365353014786332,0.007782,5.243568676524221,-99.0,0.045428,HATLAS J143400.1+005055,-,,0.0,0.0
G15.DR1.12808,221.586929,1.37100899,2.08794475,10.4906778,3076.35498,0.031441,1.7263949518138673,0.037763,0.5157366987907551,-99.0,0.044919,HATLAS J144620.8+012215,-,,0.0,0.0
G15.DR1.12809,217.786118,-0.262656003,0.125200003,1.58420873,7.19458246,0.01152089,-0.4755012033124779,0.01743227,1.9836674688749854,0.1252,0.03398,HATLAS J143108.6-001545,-,,0.0,0.0
G15.DR1.1281,213.114273,0.106426001,0.129350007,1.63223541,21.7877731,0.009933,-1.2787471189714141,0.041409,2.5191647459809428,0.12935,0.096653,HATLAS J141227.4+000623,-,,0.0,0.0
G15.DR1.12810,214.70787,0.198543996,0.912131011,7.37239122,344.77124,0.00666312,1.4606153245539888,0.0268793,0.6929231169640075,0.1911,0.033937,HATLAS J141849.8+001154,-,,0.0,0.0
G15.DR1.12814,217.988632,0.209872007,1.50151753,9.34711838,1048.17566,0.01376663,2.4137698236663727,0.03367725,0.057486784222418236,-99.0,0.034335,HATLAS J143157.2+001235,-,,0.0,0.0
G15.DR1.12816,214.951401,0.356368005,1.51440072,9.37897491,1128.92297,0.01719032,1.7509563408632638,0.03063158,0.49936243942449077,-99.0,0.036236,HATLAS J141948.3+002122,-,,0.0,0.0
G15.DR1.12817,218.271118,-0.0526349992,0.336969167,3.72835612,49.6554985,0.00268177,0.09877215593401978,0.02041421,1.6008185627106535,-99.0,0.034983,HATLAS J143305.0-000309,-,,0.0,0.0
G15.DR1.12819,217.328201,0.482181996,0.425669998,4.46689129,75.7172165,0.01025764,1.0722820321344273,0.02465946,0.9518119785770485,0.42567,0.033968,HATLAS J142918.7+002855,-,,0.0,0.0
G15.DR1.1282,215.132339,-0.70104301,0.10193,1.30988169,10.7721672,0.01786,-1.0910625619607792,0.033702,2.394041707973853,0.10193,0.075421,HATLAS J142031.7-004203,-,,0.0,0.0
G15.DR1.12820,217.79248,-0.210658997,0.500759006,5.03145647,104.397575,0.0147645,1.5089059265953555,0.02736901,0.660729382269763,-99.0,0.034183,HATLAS J143110.1-001238,-,,0.0,0.0
G15.DR1.12821,213.380707,0.168011993,2.94539714,11.4655952,8179.79492,0.047738,1.8737617709564938,0.039829,0.4174921526956709,-99.0,0.045836,HATLAS J141331.3+001004,-,,0.0,0.0
G15.DR1.12822,217.378586,1.36237502,2.49180984,11.0216312,3695.03613,0.02691925,2.866779399804654,0.0365508,-0.24451959986976937,-99.0,0.033664,HATLAS J142930.8+012144,-,,0.0,0.0
G15.DR1.12824,218.483627,1.13267505,0.594371021,5.66677332,184.100113,0.011311,0.014158334553977525,0.024753,1.6572277769640151,-99.0,0.043231,HATLAS J143356.0+010757,-,,0.0,0.0
G15.DR1.12825,213.536331,1.19165206,0.404274076,4.29619026,68.8488083,0.00804644,-0.6628471643950347,0.01676455,2.1085647762633566,-99.0,0.034081,HATLAS J141408.7+011129,-,,0.0,0.0
G15.DR1.12826,212.29332,-0.587481976,1.92709482,10.2299652,2524.09961,0.025227,3.120062621312454,0.051937,-0.41337508087496916,-99.0,0.045193,HATLAS J140910.3-003514,-,,0.0,0.0
G15.DR1.12828,212.701736,0.202090994,1.76240087,9.92570019,1969.83704,0.026134,1.502991585994773,0.035176,0.6646722760034848,-99.0,0.043992,HATLAS J141048.4+001207,-,,0.0,0.0
G15.DR1.12829,214.026932,1.06034601,0.898055017,7.30900669,366.253754,0.00983507,0.9680125088224911,0.02640202,1.0213249941183393,-99.0,0.037229,HATLAS J141606.4+010337,-,,0.0,0.0
G15.DR1.1283,215.284393,1.21674001,0.425139993,4.4627142,213.248138,0.028092,0.4127355951829137,0.060078,1.391509603211391,0.42514,0.095952,HATLAS J142108.2+011300,-,,0.0,0.0
G15.DR1.12830,216.519836,-0.963985026,1.21731734,8.53818226,797.254761,0.009468,2.445820804172224,0.041628,0.03611946388518401,-99.0,0.042137,HATLAS J142604.7-005750,-,,0.0,0.0
G15.DR1.12831,214.898636,0.573130012,0.0,0.0,0.0,-0.0043735,-0.47211611781917906,0.01962081,1.981410745212786,-99.0,0.038217,HATLAS J141935.6+003423,-,,0.0,0.0
G15.DR1.12832,219.279877,1.18081498,2.84744501,11.3804588,7675.23438,0.044809,3.0000794968621873,0.053236,-0.33338633124145833,0.28104,0.047587,HATLAS J143707.1+011050,-,,0.0,0.0
G15.DR1.12834,214.739105,0.685782015,0.543802977,5.33248615,124.945541,0.01182674,1.0169414298404702,0.02508228,0.9887057134396865,-99.0,0.034982,HATLAS J141857.3+004108,-,,0.0,0.0
G15.DR1.12837,221.123322,1.17671597,1.85470009,10.1012764,2174.51953,0.024221,2.4579636111451455,0.042432,0.028024259236569583,-99.0,0.042834,HATLAS J144429.5+011036,-,,0.0,0.0
G15.DR1.1284,221.804749,-0.552555025,0.483629435,4.90720367,264.446564,0.007773,0.7085024369681889,0.061959,1.194331708687874,-99.0,0.092604,HATLAS J144713.1-003309,-,,0.0,0.0
G15.DR1.12840,220.660187,-0.515911996,1.43460882,9.17571163,929.047485,0.01474509,1.7911400781923228,0.02886176,0.47257328120511805,-99.0,0.033836,HATLAS J144238.4-003057,-,,0.0,0.0
G15.DR1.12841,214.901566,-0.815117002,0.469749004,4.80460501,95.6752701,0.00401673,-1.2648230774933928,0.01526972,2.5098820516622617,-99.0,0.03553,HATLAS J141936.3-004854,-,,0.0,0.0
G15.DR1.12842,216.431396,0.144768998,2.36972761,10.877182,4263.04395,0.034346,2.476331348694038,0.044333,0.01577910087064111,-99.0,0.044569,HATLAS J142543.5+000841,-,,0.0,0.0
G15.DR1.12844,213.485977,1.40482795,1.18897009,8.44458961,605.122131,0.01114545,1.6187137157780032,0.02767075,0.5875241894813312,-99.0,0.033719,HATLAS J141356.6+012417,-,,0.0,0.0
G15.DR1.12848,213.412857,-0.909277976,1.45531797,9.22991467,1268.4801,0.016492,2.5202087833964804,0.044883,-0.013472522264320275,-99.0,0.04468,HATLAS J141339.0-005433,-,,0.0,0.0
G15.DR1.1285,221.395721,0.311367005,0.345990896,3.80729914,140.158783,0.016945,-0.5036318367075516,0.047627,2.0024212244717012,0.28783,0.093425,HATLAS J144534.9+001840,-,,0.0,0.0
G15.DR1.12850,212.686859,-0.90820998,1.54029,9.44174576,1450.41431,0.02459,0.9876507124789891,0.031878,1.0082328583473406,-99.0,0.044753,HATLAS J141044.8-005429,-,,0.0,0.0
G15.DR1.12851,216.494293,0.990266979,0.0,0.0,0.0,0.001795,-2.2346277261228558,0.014882,3.156418484081904,-99.0,0.043043,HATLAS J142558.6+005924,-,,0.0,0.0
G15.DR1.12853,213.501389,0.392630994,0.18919,2.29594469,20.3663712,0.012625,1.1907482572318404,0.032306,0.8728344951787731,0.18919,0.043334,HATLAS J141400.3+002333,-,,0.0,0.0
G15.DR1.12856,212.820847,1.34961796,2.99415302,11.5061111,8553.84473,0.04593,2.8903347378405035,0.049586,-0.26022315856033584,-99.0,0.045429,HATLAS J141117.0+012058,-,,0.0,0.0
G15.DR1.12857,212.892242,0.623211026,0.982974052,7.67710781,547.418091,0.01522,0.797842592089379,0.031481,1.1347716052737473,-99.0,0.046118,HATLAS J141134.1+003723,-,,0.0,0.0
G15.DR1.12858,220.564682,0.986051023,0.387822002,4.16179371,65.0354538,0.00179591,-0.7932470613360776,0.01665868,2.1954980408907185,-99.0,0.034871,HATLAS J144215.5+005909,-,,0.0,0.0
G15.DR1.12860,217.557373,0.914142013,1.51206958,9.37323093,1063.17517,0.0164703,1.6673206651791612,0.02842044,0.5551195565472258,-99.0,0.034257,HATLAS J143013.7+005450,-,,0.0,0.0
G15.DR1.12861,218.520142,-0.201225996,1.45099485,9.21865559,1251.25061,0.015805,2.580986591416047,0.045216,-0.053991060944031444,-99.0,0.044402,HATLAS J143404.8-001204,-,,0.0,0.0
G15.DR1.12865,218.28688,-0.596979976,0.926344395,7.43541765,351.194641,0.00939647,0.941048047888859,0.02359872,1.0393013014074273,-99.0,0.033478,HATLAS J143308.8-003549,-,,0.0,0.0
G15.DR1.12866,212.672424,0.633965015,0.61095351,5.77210045,198.953308,0.012179,-0.19788900491523442,0.024082,1.7985926699434895,-99.0,0.044108,HATLAS J141041.3+003802,-,,0.0,0.0
G15.DR1.12867,216.938309,-0.456292987,1.14427614,8.29155064,703.764343,0.02304,-0.3650951196475032,0.022454,1.9100634130983354,-99.0,0.042698,HATLAS J142745.1-002722,-,,0.0,0.0
G15.DR1.12868,219.560226,0.125418007,1.47561049,9.28199196,1323.00818,0.01844,2.25632614639658,0.042719,0.16244923573561357,-99.0,0.045119,HATLAS J143814.4+000731,-,,0.0,0.0
G15.DR1.12869,212.429062,1.165573,0.114189997,1.45548594,8.36095333,0.010173,-0.31788001007023814,0.024988,1.8785866733801588,0.11419,0.047016,HATLAS J140942.9+010956,-,,0.0,0.0
G15.DR1.12870,214.197266,0.447513998,1.08073485,8.0617094,495.503113,0.00648185,2.158372104661923,0.03151777,0.22775193022538467,-99.0,0.034028,HATLAS J141647.3+002651,-,,0.0,0.0
G15.DR1.12871,213.869736,1.48800099,1.79775369,9.99450874,1612.04114,0.02232969,0.8982556081635797,0.02394508,1.0678295945576135,-99.0,0.034297,HATLAS J141528.7+012916,-,,0.0,0.0
G15.DR1.12872,215.153671,-0.425186008,1.22993696,8.57897091,683.267151,0.01014503,2.159033863355486,0.03272858,0.22731075776300916,-99.0,0.03533,HATLAS J142036.8-002530,-,,0.0,0.0
G15.DR1.12878,214.045441,-0.0514350012,0.354039997,3.87697577,54.4200363,0.00535175,-0.3632091521216445,0.01831887,1.9088061014144295,0.35404,0.03482,HATLAS J141610.9-000305,-,,0.0,0.0
G15.DR1.12879,214.419952,0.298979998,2.53769875,11.0728292,3938.66211,0.02808399,2.7376081605088514,0.03592356,-0.1584054403392344,-99.0,0.034059,HATLAS J141740.7+001756,-,,0.0,0.0
G15.DR1.12880,213.670135,0.570829988,1.02617335,7.85194874,536.084534,0.012401,1.179528735358938,0.030594,0.8803141764273745,-99.0,0.041141,HATLAS J141440.8+003414,-,,0.0,0.0
G15.DR1.12881,214.864944,0.772077024,1.23349595,8.59038162,872.349304,0.013307,2.0513994069227928,0.040495,0.2990670620514715,-99.0,0.044782,HATLAS J141927.5+004619,-,,0.0,0.0
G15.DR1.12882,221.293808,0.118366003,0.0,0.0,0.0,0.00035806847304543796,-1.4476163142895389,0.01370834,2.6317442095263592,0.26632,0.033232,HATLAS J144510.5+000706,-,,0.0,0.0
G15.DR1.12884,218.111038,-0.295286,0.0,0.0,0.0,0.0003390417981742427,-2.8983647876025334,0.01033541,3.5989098584016888,-99.0,0.034692,HATLAS J143226.6-001743,-,,0.0,0.0
G15.DR1.12885,215.473877,0.948700011,0.55637902,5.41752529,161.700348,0.007408,-3.4862947587802404,0.011299,3.9908631725201604,-99.0,0.043273,HATLAS J142153.7+005655,-,,0.0,0.0
G15.DR1.12888,220.642578,0.529856026,0.294020742,3.33985639,36.4153709,0.00997639,-1.4992091481642267,0.01351921,2.6661394321094845,-99.0,0.033155,HATLAS J144234.2+003147,-,,0.0,0.0
G15.DR1.1289,218.013367,0.345826,0.25751999,2.99240732,60.2500229,0.022784,-0.04696774400018233,0.04001,1.6979784960001216,0.25752,0.070842,HATLAS J143203.2+002044,-,,0.0,0.0
G15.DR1.12891,215.759872,0.960566998,0.290289998,3.30508661,46.4358139,0.005225,0.33873044913296324,0.026817,1.4408463672446912,0.29029,0.043547,HATLAS J142302.3+005738,-,,0.0,0.0
G15.DR1.12893,218.68399,-0.264499009,0.178440005,2.1805644,18.3885975,-0.004158,-0.761390980300714,0.020955,2.174260653533809,0.17844,0.043552,HATLAS J143444.1-001552,-,,0.0,0.0
G15.DR1.12895,213.174667,-0.767291009,0.186890006,2.27139497,20.9478664,0.002992,-0.9679342507527084,0.02088,2.3119561671684723,0.18689,0.045454,HATLAS J141241.9-004602,-,,0.0,0.0
G15.DR1.12899,217.296967,0.71529901,0.297179997,3.36916637,36.9126129,-0.0032003,-0.950865374095228,0.01522367,2.3005769160634855,0.29718,0.033014,HATLAS J142911.2+004255,-,,0.0,0.0
G15.DR1.129,220.045227,1.08585894,0.0824299976,1.07325101,18.3582191,0.028872,-1.0259539719309574,0.088574,2.3506359812873048,0.08243,0.195344,HATLAS J144010.8+010509,-,,0.0,0.0
G15.DR1.12904,212.257629,-0.106430002,0.507510006,5.07972431,139.372375,0.014133,1.0927525670156029,0.0324,0.9381649553229314,0.50751,0.044426,HATLAS J140901.8-000623,-,,0.0,0.0
G15.DR1.12907,216.1427,-0.601296008,0.740951002,6.53046131,307.048553,0.009085,0.14545064673272812,0.027325,1.569699568844848,-99.0,0.046338,HATLAS J142434.2-003604,-,,0.0,0.0
G15.DR1.1291,217.380219,0.423436999,0.0563599989,0.746906519,3.21915221,0.030346,1.8598235163757515,0.062089,0.42678432241616565,0.05636,0.071677,HATLAS J142931.2+002524,-,,0.0,0.0
G15.DR1.12910,221.932968,-0.429462999,0.200412914,2.41466141,22.0391197,0.00834,-1.1204988700641865,0.018579,2.4136659133761245,-99.0,0.041853,HATLAS J144743.9-002546,-,,0.0,0.0
G15.DR1.12912,220.099213,0.413893014,1.86264837,10.1157894,1744.75635,0.01964784,2.3153660925215505,0.03262637,0.1230892716522998,-99.0,0.034006,HATLAS J144023.8+002450,-,,0.0,0.0
G15.DR1.12913,218.522385,1.26102102,0.137429997,1.7249763,11.3238974,0.004349,-1.292598243800926,0.018956,2.528398829200617,0.13743,0.044383,HATLAS J143405.3+011539,-,,0.0,0.0
G15.DR1.12914,214.100693,1.27124906,0.344985783,3.79854703,51.2995415,0.00240969,0.0875135193794363,0.02004025,1.6083243204137092,-99.0,0.034429,HATLAS J141624.1+011616,-,,0.0,0.0
G15.DR1.12916,215.317764,-0.232761994,0.309650004,3.48371363,48.1010475,-0.0128819,-2.238443110079751,0.01369577,3.1589620733865007,0.30965,0.039646,HATLAS J142116.2-001357,-,,0.0,0.0
G15.DR1.12917,216.709702,-0.425841004,0.336910009,3.7278347,64.5853729,-0.006076,-4.24796462291023,0.010019,4.498643081940153,0.33691,0.04552,HATLAS J142650.3-002533,-,,0.0,0.0
G15.DR1.12918,218.872665,1.28432202,0.469296992,4.80123615,123.51194,0.031258,1.4187903346645823,0.036073,0.7208064435569451,-99.0,0.045974,HATLAS J143529.4+011703,-,,0.0,0.0
G15.DR1.12919,217.346619,1.23546898,2.0065043,10.3627825,2118.95288,0.02440709,0.9684165326347549,0.02429867,1.0210556449101633,0.14832,0.03426,HATLAS J142923.1+011407,-,,0.0,0.0
G15.DR1.1292,218.73703,-0.899240971,1.35549772,8.95880699,2186.7439,0.039129,1.4963495319324602,0.072486,0.6691003120450265,-99.0,0.090788,HATLAS J143456.8-005357,-,,0.0,0.0
G15.DR1.12922,212.896851,-0.76671499,2.93789959,11.4592648,7942.04932,0.042494,3.73341707489872,0.059053,-0.8222780499324799,-99.0,0.04478,HATLAS J141135.2-004600,-,,0.0,0.0
G15.DR1.12923,217.597794,0.736930013,1.89446151,10.1728601,1846.04907,0.01983946,2.561644993070301,0.03497632,-0.0410966620468674,-99.0,0.034496,HATLAS J143023.4+004412,-,,0.0,0.0
G15.DR1.12926,214.487991,-0.877094984,1.69831896,9.79547691,1383.42944,0.01707272,2.324293763194909,0.03249758,0.11713749120339396,-99.0,0.033804,HATLAS J141757.1-005237,-,,0.0,0.0
G15.DR1.12928,218.176178,-0.449111998,0.34819001,3.82640505,53.8558846,0.0125188,-2.3334658431140483,0.01203939,3.222310562076032,0.34819,0.035602,HATLAS J143242.2-002656,-,,0.0,0.0
G15.DR1.12929,218.857574,0.931985021,0.592760265,5.65643978,194.681808,0.010373,0.06786727560633876,0.026536,1.6214218162624408,-99.0,0.04579,HATLAS J143525.8+005555,-,,0.0,0.0
G15.DR1.12930,221.241302,-0.346881986,0.400550991,4.26601315,69.8000412,0.01553322,-1.6731817806987843,0.01385119,2.782121187132523,-99.0,0.035321,HATLAS J144457.9-002048,-,,0.0,0.0
G15.DR1.12932,221.055206,-0.551549971,1.33786809,8.90818977,800.807617,0.01091042,2.3938724271873086,0.03344525,0.07075171520846105,0.7485,0.034251,HATLAS J144413.2-003305,-,,0.0,0.0
G15.DR1.129325,219.974091,1.41862905,5.00804234,12.512351,17497.834,0.03098063,6.16170867017693,0.02763364,-2.4411391134512863,-99.0,0.012154,HATLAS J143953.7+012507,-,,0.0,0.0
G15.DR1.12933,213.526276,0.0515150018,0.112176701,1.43174088,7.45714569,0.002744,-0.5886319114932546,0.021793,2.059087940995503,-99.0,0.043572,HATLAS J141406.3+000305,-,,0.0,0.0
G15.DR1.12934,217.23288,-0.302385986,1.23574853,8.59762383,744.392212,0.01499195,1.2827959654665224,0.02895014,0.8114693563556518,-99.0,0.038039,HATLAS J142855.8-001808,-,,0.0,0.0
G15.DR1.12935,215.042297,0.530034006,0.188069999,2.2840004,21.4834843,-0.001513,-1.573404419030541,0.018576,2.715602946020361,0.18807,0.046321,HATLAS J142010.1+003148,-,,0.0,0.0
G15.DR1.12936,214.624283,0.693989992,1.57298827,9.51907539,1186.14404,0.01665835,1.990020408143521,0.03105523,0.3399863945709859,-99.0,0.034819,HATLAS J141829.8+004138,-,,0.0,0.0
G15.DR1.12939,217.115204,0.944702029,0.238199994,2.80174994,25.1867161,-0.0043651,-0.13834513206198906,0.01901814,1.7588967547079928,0.2382,0.034371,HATLAS J142827.6+005640,-,,0.0,0.0
G15.DR1.12940,218.878189,0.291180015,1.0702852,8.02246094,650.566223,0.012888,1.521667116514299,0.036663,0.6522219223238006,-99.0,0.04566,HATLAS J143530.7+001728,-,,0.0,0.0
G15.DR1.12941,213.509521,0.598429024,0.855210721,7.11000204,399.274384,0.014186,0.40705704500686046,0.028076,1.3952953033287596,-99.0,0.044898,HATLAS J141402.2+003554,-,,0.0,0.0
G15.DR1.12943,220.294022,-0.202597007,0.741339684,6.53255606,262.635193,0.00512975,1.176272032111487,0.02941466,0.8824853119256754,-99.0,0.039584,HATLAS J144110.5-001209,-,,0.0,0.0
G15.DR1.12944,219.702972,0.535633028,0.196060002,2.36882281,22.2024555,-0.001396,-3.7642886678313303,0.010783,4.176192445220887,0.19606,0.043954,HATLAS J143848.7+003208,-,,0.0,0.0
G15.DR1.12945,213.827759,1.30339599,1.60803354,9.59945869,1241.07324,0.01464493,2.7686462909720655,0.03673534,-0.17909752731471043,-99.0,0.034587,HATLAS J141518.6+011812,-,,0.0,0.0
G15.DR1.12952,214.114075,-0.589464009,0.381689996,4.11098433,80.0732269,0.012401,-2.0960449822759335,0.015802,3.0640299881839557,0.38169,0.044305,HATLAS J141627.3-003522,-,,0.0,0.0
G15.DR1.12956,212.269775,0.379437,0.138490006,1.73706877,10.9054728,0.005261,-4.870295770526933,0.008111,4.913530513684623,0.13849,0.042372,HATLAS J140904.7+002245,-,,0.0,0.0
G15.DR1.12957,219.424942,-0.270024002,0.807164907,6.87531805,357.150726,0.007321,1.2403488646897807,0.034194,0.8397674235401462,-99.0,0.045359,HATLAS J143741.9-001612,-,,0.0,0.0
G15.DR1.1296,220.090286,-0.0634860024,1.84162557,10.0772085,4630.44287,0.056162,1.6928990883426753,0.077453,0.5380672744382164,-99.0,0.092825,HATLAS J144021.6-000348,-,,0.0,0.0
